datetime	u_wind	v_wind	Tair	RelHum	SolRad	AirPres	CC
2010-01-01 00:00:00	-2.491	-1.504	-7.002	94.083	0	1002.646	1
2010-01-01 01:00:00	-1.854	-1.469	-7.27	92.542	0	1002.792	1
2010-01-01 02:00:00	-0.963	-1.446	-8.167	92	0	1002.992	1
2010-01-01 03:00:00	-0.017	-0.899	-8.768	92.917	0	1003.237	1
2010-01-01 04:00:00	-1.227	-0.717	-7.857	94	0	1003.492	1
2010-01-01 05:00:00	-2.023	-0.885	-7.1	93.083	0	1003.646	1
2010-01-01 06:00:00	-2.2	-0.884	-7.08	91.083	0	1003.746	1
2010-01-01 07:00:00	-2.054	-0.603	-7.443	90.917	0.074	1004.029	1
2010-01-01 08:00:00	0.652	-0.328	-9.147	92.458	0.045	1004.529	1
2010-01-01 09:00:00	0.456	-0.442	-10.668	93	0	1005.029	1
2010-01-01 10:00:00	0.468	-0.135	-10.043	93	3.811	1005.575	1
2010-01-01 11:00:00	0.169	-0.63	-8.322	93.458	21.495	1006.037	1
2010-01-01 12:00:00	-1.464	-2	-6.537	93.083	37.295	1006.429	1
2010-01-01 13:00:00	-2.165	-2.812	-6.163	92.458	34.336	1006.837	1
2010-01-01 14:00:00	-2.764	-3.487	-6.317	93	27.631	1007.367	1
2010-01-01 15:00:00	-3.226	-3.541	-6.473	92.542	11.905	1008.121	1
2010-01-01 16:00:00	-3.658	-2.858	-6.48	91.542	1.249	1008.867	1
2010-01-01 17:00:00	-3.806	-3.448	-6.937	90.542	0.684	1009.667	1
2010-01-01 18:00:00	-2.598	-2.706	-7.21	90.458	0.619	1010.375	1
2010-01-01 19:00:00	-2.594	-1.917	-7.152	91.917	0.654	1010.975	1
2010-01-01 20:00:00	-2.753	-3.131	-7.183	93	0.198	1011.621	1
2010-01-01 21:00:00	-3.233	-3.456	-7.093	92.542	0.352	1012.413	1
2010-01-01 22:00:00	-2.822	-3.481	-7.017	92	0.6	1013.267	1
2010-01-01 23:00:00	-2.81	-3.981	-7.315	92	0.288	1013.929	0.96
2010-01-02 00:00:00	-3.501	-3.381	-7.607	91.083	0.833	1014.429	0.88
2010-01-02 01:00:00	-3.05	-2.656	-7.935	89.083	0.743	1014.792	0.8
2010-01-02 02:00:00	-2.444	-1.421	-8.307	89.375	0.463	1014.9	0.79
2010-01-02 03:00:00	-1.225	-1.625	-8.647	91.458	0.096	1015.129	0.87
2010-01-02 04:00:00	-0.399	-2.468	-8.392	92.458	0	1015.629	0.96
2010-01-02 05:00:00	-1.181	-2.564	-7.89	93	0	1016.083	1
2010-01-02 06:00:00	-1.914	-2.474	-7.838	92.542	0.658	1016.483	1
2010-01-02 07:00:00	-2.478	-2.355	-8.247	92.458	0.778	1016.883	1
2010-01-02 08:00:00	-2.395	-1.994	-8.652	93	0	1017.329	1
2010-01-02 09:00:00	-1.972	-1.828	-8.793	93	0	1017.875	1
2010-01-02 10:00:00	-2.413	-2.079	-8.845	92.542	7.778	1018.383	1
2010-01-02 11:00:00	-2.879	-2.258	-9.055	92	25.619	1018.783	1
2010-01-02 12:00:00	-2.665	-2.105	-9.118	92	33.809	1019.229	1
2010-01-02 13:00:00	-2.694	-1.923	-8.965	92	31.158	1019.592	1
2010-01-02 14:00:00	-2.187	-1.508	-8.988	92	30.457	1019.7	1
2010-01-02 15:00:00	-0.83	-1.304	-8.915	92.458	18.234	1019.792	1
2010-01-02 16:00:00	-0.072	-1.564	-8.632	93	2.357	1019.9	1
2010-01-02 17:00:00	-0.256	-2.407	-8.222	93	0	1019.946	1
2010-01-02 18:00:00	-0.449	-2.956	-7.788	93	0	1020.138	1
2010-01-02 19:00:00	-0.127	-2.663	-7.47	93	0	1020.254	1
2010-01-02 20:00:00	0.38	-2.333	-7.303	93	0	1020.108	1
2010-01-02 21:00:00	1.576	-1.746	-7.457	93.458	0	1020.092	1
2010-01-02 22:00:00	2.296	-1.556	-7.59	94	0	1020.154	1
2010-01-02 23:00:00	2.256	-1.983	-7.335	94	0	1020.008	0.9
2010-01-03 00:00:00	2.94	-1.919	-7.507	93.542	0	1019.808	0.7
2010-01-03 01:00:00	3.561	-1.454	-8.52	92.542	0	1019.471	0.49
2010-01-03 02:00:00	3.393	-1.059	-9.637	92	0	1019.017	0.46
2010-01-03 03:00:00	3.682	-0.892	-10.58	91.542	0	1018.571	0.62
2010-01-03 04:00:00	3.794	-0.102	-12.635	91	0	1017.933	0.79
2010-01-03 05:00:00	3.272	0.968	-13.917	90.542	0	1016.996	0.88
2010-01-03 06:00:00	3.229	1.273	-13.858	89.542	0	1016.033	0.88
2010-01-03 07:00:00	4.321	1.156	-13.555	88.542	0	1015.233	0.88
2010-01-03 08:00:00	5.066	1.512	-12.752	87.542	0.034	1014.388	0.9
2010-01-03 09:00:00	5.009	1.299	-12.595	86.542	1.087	1013.717	0.94
2010-01-03 10:00:00	4.742	1.056	-12.975	86	9.355	1013.133	0.98
2010-01-03 11:00:00	4.856	1.268	-13.05	86	36.199	1012.425	0.98
2010-01-03 12:00:00	5.061	1.221	-12.265	86.458	51.803	1011.687	0.94
2010-01-03 13:00:00	4.986	0.987	-11.72	87	45.731	1010.833	0.9
2010-01-03 14:00:00	4.913	0.796	-11.342	87	47.537	1010.033	0.9
2010-01-03 15:00:00	4.854	0.608	-10.932	87.917	32.376	1009.554	0.94
2010-01-03 16:00:00	4.863	0.552	-10.482	89	7.674	1009.087	0.98
2010-01-03 17:00:00	4.842	0.407	-10.108	89.458	0.043	1008.463	1
2010-01-03 18:00:00	4.821	0.074	-9.83	90	0	1008.437	1
2010-01-03 19:00:00	4.662	-0.453	-10.095	90	0	1008.417	1
2010-01-03 20:00:00	4.046	-0.538	-11.075	90.917	0	1008.108	0.88
2010-01-03 21:00:00	3.51	0.077	-10.917	91.083	0	1007.954	0.64
2010-01-03 22:00:00	3.459	0.315	-11.202	90.458	0	1007.946	0.38
2010-01-03 23:00:00	3.363	0.148	-12.665	91	0	1007.771	0.21
2010-01-04 00:00:00	2.926	0.278	-13.452	91.917	0	1007.5	0.13
2010-01-04 01:00:00	2.34	0.597	-14.368	91.625	0	1007.454	0.05
2010-01-04 02:00:00	1.803	0.555	-14.845	89.542	0	1007.125	0.02
2010-01-04 03:00:00	1.735	0.466	-15.31	90.375	0	1006.708	0.06
2010-01-04 04:00:00	1.75	0.612	-15.765	90.167	0	1006.279	0.11
2010-01-04 05:00:00	1.504	0.674	-15.335	89.375	0	1005.579	0.13
2010-01-04 06:00:00	1.363	0.872	-13.75	90.083	0	1004.879	0.13
2010-01-04 07:00:00	1.56	0.859	-12.695	89.458	0	1004.225	0.13
2010-01-04 08:00:00	2.254	0.466	-12.385	90.458	0	1003.625	0.15
2010-01-04 09:00:00	2.555	0.42	-11.715	88.25	0	1003.071	0.19
2010-01-04 10:00:00	2.031	0.457	-11.98	86.833	10.39	1002.708	0.23
2010-01-04 11:00:00	2.41	0.846	-11.42	91.292	43.337	1002.233	0.25
2010-01-04 12:00:00	3.929	1.743	-8.757	94	80.566	1001.479	0.25
2010-01-04 13:00:00	4.531	2.076	-7.345	94	113.621	1000.825	0.25
2010-01-04 14:00:00	3.963	1.826	-6.917	94	108.446	1000.5	0.36
2010-01-04 15:00:00	3.447	1.303	-7.857	93.083	45.611	1000.317	0.62
2010-01-04 16:00:00	2.816	0.25	-10.16	92.458	4.42	1000.054	0.86
2010-01-04 17:00:00	2.504	-0.409	-11.735	93.917	0	1000	1
2010-01-04 18:00:00	2.796	-0.393	-11.903	94.083	0	1000	1
2010-01-04 19:00:00	3.378	-0.373	-11.527	92.083	0	1000.046	1
2010-01-04 20:00:00	3.311	-0.415	-10.695	92.375	0	1000.467	1
2010-01-04 21:00:00	2.975	-3.088	-8.45	94.458	0	1001.267	1
2010-01-04 22:00:00	1.618	-6.212	-6.447	92.708	0	1002.25	1
2010-01-04 23:00:00	1.585	-6.411	-6.955	90	0	1003.175	1
2010-01-05 00:00:00	1.926	-4.586	-8.337	89.542	0	1003.775	1
2010-01-05 01:00:00	2.76	-4.057	-9.715	89	0	1004.283	1
2010-01-05 02:00:00	3.609	-3.719	-11.665	88.542	0	1004.821	0.87
2010-01-05 03:00:00	4.291	-3.065	-14.24	88	0	1005.429	0.58
2010-01-05 04:00:00	4.931	-2.124	-16.36	87.542	0	1005.792	0.29
2010-01-05 05:00:00	5.15	-1.072	-17.652	86.542	0	1006.037	0.26
2010-01-05 06:00:00	5.195	-1.125	-18.015	86	0	1006.292	0.55
2010-01-05 07:00:00	4.879	-1.285	-18.38	86	0	1006.629	0.84
2010-01-05 08:00:00	4.581	-1.1	-18.65	86.458	0	1007.175	1
2010-01-05 09:00:00	4.552	-1.047	-17.125	87	0.562	1007.729	1
2010-01-05 10:00:00	4.266	-1.243	-14.943	87.458	10.563	1008.229	1
2010-01-05 11:00:00	3.967	-1.686	-14.293	87.083	36.038	1008.638	1
2010-01-05 12:00:00	4.518	-1.437	-15.423	86	53.123	1008.937	1
2010-01-05 13:00:00	4.872	-0.732	-17.658	86	52.733	1009.421	1
2010-01-05 14:00:00	4.614	-0.562	-18.038	86	54.642	1009.846	1
2010-01-05 15:00:00	4.617	-0.683	-17.392	85.542	39.343	1010.083	1
2010-01-05 16:00:00	4.698	-0.682	-18.32	85.458	9.702	1010.575	1
2010-01-05 17:00:00	4.294	-0.312	-19.565	85.542	0	1011.037	1
2010-01-05 18:00:00	3.87	-0.056	-19.832	85.458	0	1011.2	1
2010-01-05 19:00:00	3.553	-0.255	-20.133	85.083	0	1011.246	1
2010-01-05 20:00:00	3.356	-0.371	-20.41	84.458	0	1011.483	0.92
2010-01-05 21:00:00	3.329	-0.378	-20.76	84.542	0	1011.929	0.76
2010-01-05 22:00:00	3.13	-0.398	-21.058	84.458	0	1012.2	0.59
2010-01-05 23:00:00	2.956	-0.284	-21.365	84.542	0	1012.383	0.42
2010-01-06 00:00:00	2.929	-0.338	-21.967	83.083	0	1012.737	0.26
2010-01-06 01:00:00	2.877	-0.249	-21.735	82	0	1012.946	0.09
2010-01-06 02:00:00	2.519	-0.076	-22.145	82.458	0	1012.954	0.06
2010-01-06 03:00:00	2.242	0.09	-23.427	83	0	1012.992	0.18
2010-01-06 04:00:00	2.328	0.078	-23.128	83.458	0	1013.1	0.31
2010-01-06 05:00:00	2.164	-0.014	-23.34	83.542	0	1013.237	0.48
2010-01-06 06:00:00	2.17	-0.029	-24.108	83	0	1013.446	0.68
2010-01-06 07:00:00	2.335	-0.116	-24.177	83	0	1013.683	0.89
2010-01-06 08:00:00	2.351	-0.072	-24.615	82.542	0	1014.129	1
2010-01-06 09:00:00	2.144	0.006	-24.755	81.542	0	1014.583	1
2010-01-06 10:00:00	1.917	-0.087	-24.635	81.458	9.034	1014.846	1
2010-01-06 11:00:00	1.925	-0.211	-23.562	82.458	33.542	1014.992	0.96
2010-01-06 12:00:00	1.755	-0.261	-21.915	83	52.393	1015.008	0.88
2010-01-06 13:00:00	1.369	-0.403	-20.92	83.917	57.504	1014.9	0.8
2010-01-06 14:00:00	1.236	-0.873	-19.085	85.917	53.078	1014.854	0.79
2010-01-06 15:00:00	0.904	-1.485	-16.943	87	30.866	1014.8	0.87
2010-01-06 16:00:00	0.69	-1.707	-16.227	86.542	7.773	1014.892	0.96
2010-01-06 17:00:00	0.584	-1.645	-16.383	85.083	0	1015	1
2010-01-06 18:00:00	0.489	-1.586	-16.922	84.458	0	1014.908	1
2010-01-06 19:00:00	0.433	-1.591	-17.043	85.458	0	1014.846	1
2010-01-06 20:00:00	0.254	-1.846	-16.205	86	0	1014.808	1
2010-01-06 21:00:00	-0.086	-2.1	-15.327	86.458	0	1014.7	1
2010-01-06 22:00:00	-0.037	-1.766	-14.93	87	0	1014.7	1
2010-01-06 23:00:00	0.283	-1.725	-14.837	87.458	0	1014.563	1
2010-01-07 00:00:00	0.26	-1.951	-14.888	88.458	0	1014.263	1
2010-01-07 01:00:00	-0.048	-2.166	-14.465	89	0	1014.1	1
2010-01-07 02:00:00	-0.455	-2.441	-13.23	89.458	0	1013.963	1
2010-01-07 03:00:00	-0.634	-2.553	-11.57	90.458	0	1013.8	1
2010-01-07 04:00:00	-1.37	-2.97	-9.375	92.833	0.154	1013.571	1
2010-01-07 05:00:00	-3.105	-3.105	-6.855	94.542	0.271	1013.254	1
2010-01-07 06:00:00	-3.805	-3.183	-5.43	94	0.104	1013.2	1
2010-01-07 07:00:00	-3.677	-3.422	-5.115	93.542	0	1013.246	1
2010-01-07 08:00:00	-3.698	-3.732	-5.022	91.625	0	1013.392	1
2010-01-07 09:00:00	-3.726	-3.568	-5.113	90.458	0.602	1013.638	1
2010-01-07 10:00:00	-2.681	-3.278	-5.305	91.917	4.924	1013.892	1
2010-01-07 11:00:00	-1.617	-4.285	-5.565	92.542	18.265	1014	1
2010-01-07 12:00:00	-1.666	-5.286	-5.825	91.542	41.874	1014	1
2010-01-07 13:00:00	-1.481	-5.086	-6.048	89.167	50.683	1013.954	1
2010-01-07 14:00:00	-1.177	-4.816	-6.185	88.375	40.739	1013.9	0.96
2010-01-07 15:00:00	-1.054	-5.131	-6.19	88.625	26.973	1013.854	0.88
2010-01-07 16:00:00	-1.34	-5.578	-6.065	86.083	7.583	1013.937	0.8
2010-01-07 17:00:00	-1.249	-6.145	-5.982	83.625	0	1014.192	0.79
2010-01-07 18:00:00	-1.07	-6.547	-5.97	82.458	0	1014.346	0.87
2010-01-07 19:00:00	-0.963	-6.483	-5.883	82.542	0	1014.537	0.96
2010-01-07 20:00:00	-0.942	-6.349	-5.803	82.458	0	1014.837	1
2010-01-07 21:00:00	-1.051	-6.49	-5.78	82.083	0	1015.275	1
2010-01-07 22:00:00	-1.192	-6.747	-5.725	80.542	0	1015.783	1
2010-01-07 23:00:00	-0.984	-6.628	-5.753	80.917	0	1016.275	1
2010-01-08 00:00:00	-0.552	-6.868	-5.755	81.542	0.068	1016.829	1
2010-01-08 01:00:00	-0.653	-7.215	-5.697	81	0.081	1017.375	1
2010-01-08 02:00:00	-0.781	-6.818	-5.688	81.458	0	1017.975	0.96
2010-01-08 03:00:00	-0.483	-6.19	-5.693	81.542	0	1018.667	0.88
2010-01-08 04:00:00	-0.113	-5.716	-5.655	81.458	0.175	1019.421	0.8
2010-01-08 05:00:00	0.63	-4.753	-5.8	85.208	0.207	1020.121	0.77
2010-01-08 06:00:00	2.816	-3.918	-7.402	89.458	0	1020.867	0.81
2010-01-08 07:00:00	4.059	-3.252	-9.405	89.542	0	1021.667	0.86
2010-01-08 08:00:00	3.791	-2.896	-10.09	89	0	1022.467	0.88
2010-01-08 09:00:00	3.662	-2.662	-10.56	89	0.557	1023.358	0.88
2010-01-08 10:00:00	2.931	-2.576	-10.702	89	8.101	1024.358	0.88
2010-01-08 11:00:00	2.295	-2.174	-10.617	89	30.586	1025.221	0.86
2010-01-08 12:00:00	2.389	-2.445	-10.025	89	61.226	1025.921	0.82
2010-01-08 13:00:00	2.619	-2.866	-9.445	89	80.975	1026.575	0.77
2010-01-08 14:00:00	2.819	-1.94	-9.875	89.458	78.646	1027.221	0.75
2010-01-08 15:00:00	3.124	-2.097	-9.945	90	45.38	1027.967	0.75
2010-01-08 16:00:00	3.122	-1.832	-10.4	90.458	8.244	1028.813	0.75
2010-01-08 17:00:00	3.127	-0.5	-12.31	91	0	1029.392	0.75
2010-01-08 18:00:00	3.548	-0.659	-13.93	90.083	0	1029.867	0.75
2010-01-08 19:00:00	3.678	-0.567	-15.65	87.167	0	1030.437	0.75
2010-01-08 20:00:00	4.092	-0.346	-16.995	85.458	0	1030.875	0.64
2010-01-08 21:00:00	4.085	-0.385	-16.492	85.083	0	1031.383	0.38
2010-01-08 22:00:00	3.453	-0.61	-15.19	83.083	0	1031.967	0.14
2010-01-08 23:00:00	3.206	-0.44	-14.85	82.458	0	1032.537	0
2010-01-09 00:00:00	3.396	-0.438	-15.278	82.542	0	1032.838	0
2010-01-09 01:00:00	3.577	-0.597	-16.157	83.375	0	1033.138	0
2010-01-09 02:00:00	3.33	-0.646	-17.545	85.458	0	1033.392	0
2010-01-09 03:00:00	2.916	-0.108	-18.28	86	0	1033.683	0
2010-01-09 04:00:00	2.582	0.195	-18.393	85.542	0	1033.992	0
2010-01-09 05:00:00	2.485	-0.152	-19.22	85	0	1034.283	0
2010-01-09 06:00:00	2.458	-0.169	-19.58	85.917	0	1034.638	0
2010-01-09 07:00:00	1.989	-0.232	-19.42	86.083	0	1034.937	0
2010-01-09 08:00:00	2.016	-0.135	-18.687	85.458	0	1035.421	0
2010-01-09 09:00:00	2.268	0.145	-18.748	85.542	0.546	1036.029	0
2010-01-09 10:00:00	2.116	0.089	-19.505	85.458	13.281	1036.483	0
2010-01-09 11:00:00	2.097	0.246	-18.695	86.458	63.7	1036.929	0.04
2010-01-09 12:00:00	2.128	0.138	-16.955	87.458	122.442	1037.246	0.12
2010-01-09 13:00:00	2.298	0.133	-15.118	88	137.504	1037.208	0.2
2010-01-09 14:00:00	2.538	-0.087	-14.17	88	110.763	1037.054	0.21
2010-01-09 15:00:00	2.471	-0.58	-12.865	88	53.255	1037.046	0.13
2010-01-09 16:00:00	2.142	-0.726	-12.412	88.917	8.78	1037.283	0.05
2010-01-09 17:00:00	2.223	-0.697	-13.185	88.625	0	1037.592	0
2010-01-09 18:00:00	1.959	-0.673	-13.495	87	0	1037.654	0
2010-01-09 19:00:00	1.397	-0.601	-13.197	87.458	0	1037.646	0
2010-01-09 20:00:00	1.478	-0.591	-13.665	87.542	0	1037.608	0
2010-01-09 21:00:00	1.848	-0.61	-13.945	87.458	0	1037.592	0
2010-01-09 22:00:00	2.068	-0.495	-14.448	88	0	1037.838	0
2010-01-09 23:00:00	2.204	-0.227	-15.15	88	0	1038	0
2010-01-10 00:00:00	2.171	-0.006	-15.353	87.542	0	1037.908	0
2010-01-10 01:00:00	1.864	-0.14	-15.745	87	0	1037.708	0
2010-01-10 02:00:00	1.559	-0.322	-15.375	87.458	0	1037.508	0.08
2010-01-10 03:00:00	1.495	-0.254	-13.837	88.458	0	1037.4	0.24
2010-01-10 04:00:00	1.484	-0.226	-12.557	89.917	0	1037.308	0.41
2010-01-10 05:00:00	1.575	-0.231	-11.507	91.458	0	1037.108	0.42
2010-01-10 06:00:00	1.59	-0.294	-10.842	92	0	1036.908	0.26
2010-01-10 07:00:00	1.541	-0.362	-10.02	92	0	1036.846	0.09
2010-01-10 08:00:00	1.625	-0.516	-9.525	92.458	0	1036.854	0.15
2010-01-10 09:00:00	1.657	-0.676	-9.19	92.542	0.709	1036.937	0.49
2010-01-10 10:00:00	1.425	-0.843	-8.827	92	11.233	1037.237	0.82
2010-01-10 11:00:00	1.25	-0.811	-8.44	91.083	32.007	1037.354	1
2010-01-10 12:00:00	1.289	-0.741	-7.902	90	47.123	1037.254	1
2010-01-10 13:00:00	1.378	-0.829	-7.275	90	49.696	1037.017	1
2010-01-10 14:00:00	1.382	-0.867	-6.77	90	42.588	1036.708	1
2010-01-10 15:00:00	1.057	-0.812	-6.545	90.458	27.147	1036.463	1
2010-01-10 16:00:00	1.249	-0.39	-7.89	91.458	8.174	1036.162	1
2010-01-10 17:00:00	1.536	-0.152	-10.697	92.458	0	1036.046	1
2010-01-10 18:00:00	1.495	-0.306	-11.72	92.542	0	1036.054	1
2010-01-10 19:00:00	1.374	-0.227	-10.513	92	0	1035.817	1
2010-01-10 20:00:00	1.439	-0.367	-9.667	92	0	1035.6	1
2010-01-10 21:00:00	1.716	-0.355	-9.355	92	0	1035.508	1
2010-01-10 22:00:00	1.882	-0.375	-9.083	91.083	0	1035.308	1
2010-01-10 23:00:00	1.983	-0.733	-9.29	90	0	1035.017	1
2010-01-11 00:00:00	2.139	-0.929	-10.833	89.542	0	1034.662	1
2010-01-11 01:00:00	2.384	-0.622	-12.885	89.458	0	1034.317	1
2010-01-11 02:00:00	2.297	-0.13	-14.55	90.458	0	1034.054	1
2010-01-11 03:00:00	1.67	-0.139	-15.97	89.167	0	1033.725	1
2010-01-11 04:00:00	1.296	-0.139	-16.35	87.458	0	1033.033	1
2010-01-11 05:00:00	1.305	-0.381	-16.828	87.542	0	1032.508	1
2010-01-11 06:00:00	1.301	-0.251	-16.835	87	0.128	1032.4	1
2010-01-11 07:00:00	1.368	0.075	-16.807	86.542	0.15	1032.263	1
2010-01-11 08:00:00	1.322	-0.056	-17.85	86	0	1032.054	1
2010-01-11 09:00:00	1.179	-0.072	-18.3	85.542	1.501	1032.092	1
2010-01-11 10:00:00	1.078	-0.049	-18.085	85.917	14.984	1032.154	1
2010-01-11 11:00:00	1.14	0.105	-17.213	87.458	52.965	1032.008	1
2010-01-11 12:00:00	0.896	0.013	-16.287	87.542	89.063	1031.717	1
2010-01-11 13:00:00	0.706	0.004	-14.805	88.375	90.896	1031.225	1
2010-01-11 14:00:00	0.853	0.138	-13.123	91.375	68.361	1030.763	1
2010-01-11 15:00:00	0.886	0.019	-11.417	93	35.48	1030.508	1
2010-01-11 16:00:00	0.872	-0.002	-10.017	93	8.867	1030.263	1
2010-01-11 17:00:00	0.96	0.167	-9.25	93	0	1030.054	1
2010-01-11 18:00:00	1.22	0.004	-8.968	93.458	0	1030.046	1
2010-01-11 19:00:00	1.377	-0.168	-8.84	94	0	1030.1	1
2010-01-11 20:00:00	0.969	0.032	-8.695	93.542	0	1030.008	1
2010-01-11 21:00:00	0.76	0.192	-8.59	93	0	1029.9	1
2010-01-11 22:00:00	0.799	0.08	-9.007	92.542	0	1029.854	1
2010-01-11 23:00:00	0.808	0.044	-9.815	92	0	1029.754	1
2010-01-12 00:00:00	0.859	0.07	-10.055	92.458	0	1029.7	1
2010-01-12 01:00:00	0.964	-0.045	-9.608	93	0	1029.563	1
2010-01-12 02:00:00	1.035	-0.101	-9.517	93	0	1029.217	1
2010-01-12 03:00:00	1.047	-0.009	-9.98	92.542	0	1028.817	1
2010-01-12 04:00:00	1.055	-0.002	-10.393	92	0	1028.508	1
2010-01-12 05:00:00	0.988	-0.178	-10.545	92	0	1028.354	1
2010-01-12 06:00:00	0.881	-0.109	-10.55	92	0	1028.162	1
2010-01-12 07:00:00	0.835	-0.071	-10.465	92	0	1027.954	1
2010-01-12 08:00:00	0.864	-0.104	-10.468	92	0	1027.854	1
2010-01-12 09:00:00	0.9	-0.066	-10.605	92	0.793	1027.754	1
2010-01-12 10:00:00	0.75	-0.037	-10.55	92	11.313	1027.7	1
2010-01-12 11:00:00	0.616	0.003	-9.833	92.458	35.029	1027.608	1
2010-01-12 12:00:00	0.628	-0.035	-8.99	93.458	57.595	1027.317	1
2010-01-12 13:00:00	0.7	-0.137	-8.37	94	66.35	1026.963	1
2010-01-12 14:00:00	0.81	-0.114	-7.778	94.458	53.603	1026.617	1
2010-01-12 15:00:00	0.752	-0.02	-7.345	95	27.831	1026.308	1
2010-01-12 16:00:00	0.617	0.007	-7.368	94.083	7.675	1026.063	1
2010-01-12 17:00:00	0.281	-0.007	-8.352	92.542	0	1025.717	1
2010-01-12 18:00:00	0	0	-10.093	92	0	1025.408	1
2010-01-12 19:00:00	0	0	-11.837	91.083	0	1025.3	1
2010-01-12 20:00:00	0	0	-12.87	89.542	0	1025.346	1
2010-01-12 21:00:00	0	0	-13.45	89	0	1025.354	1
2010-01-12 22:00:00	0	0	-13.828	89	0	1025.254	1
2010-01-12 23:00:00	0	0	-13.592	89	0	1025.154	1
2010-01-13 00:00:00	0	0	-14.275	89	0	1025.054	1
2010-01-13 01:00:00	0	0	-14.915	89	0	1024.908	1
2010-01-13 02:00:00	0	0	-14.087	89.458	0	1024.617	1
2010-01-13 03:00:00	0	0	-13.28	90.458	0	1024.4	1
2010-01-13 04:00:00	0	0	-12.132	91.458	0	1024.263	1
2010-01-13 05:00:00	0	0	-10.857	92	0	1024.146	1
2010-01-13 06:00:00	0	0	-10.675	91.542	0	1024.154	1
2010-01-13 07:00:00	0	0	-11.468	91	0	1024.1	1
2010-01-13 08:00:00	0	0	-12.23	91	0	1024.1	1
2010-01-13 09:00:00	0	0	-12.235	91.458	0.641	1024.237	1
2010-01-13 10:00:00	0	0	-11.645	92	11.171	1024.492	1
2010-01-13 11:00:00	0	0	-10.955	92	33.633	1024.6	1
2010-01-13 12:00:00	0	0	-10.19	92.458	51.947	1024.554	1
2010-01-13 13:00:00	0	0	-9.023	93.458	56.934	1024.454	1
2010-01-13 14:00:00	0	0	-8.025	94	47.762	1024.263	1
2010-01-13 15:00:00	0	0	-7.795	94	28.468	1024.054	1
2010-01-13 16:00:00	0	0	-8.075	94	8.742	1024.138	1
2010-01-13 17:00:00	0	0	-8.225	94	0	1024.3	1
2010-01-13 18:00:00	0	0	-8.137	94	0	1024.254	1
2010-01-13 19:00:00	0	0	-8.073	94	0	1024.246	1
2010-01-13 20:00:00	0	0	-8.192	94	0	1024.3	1
2010-01-13 21:00:00	0	0	-8.35	94	0	1024.3	1
2010-01-13 22:00:00	0	0	-8.37	94	0	1024.346	1
2010-01-13 23:00:00	0	0	-8.255	94	0	1024.354	1
2010-01-14 00:00:00	0	0	-8.085	94	0	1024.3	1
2010-01-14 01:00:00	0	0	-7.705	94	0	1024.254	1
2010-01-14 02:00:00	0	0	-7.447	94.458	0	1024.108	1
2010-01-14 03:00:00	0	0	-7.437	94.542	0	1023.954	1
2010-01-14 04:00:00	0	0	-7.258	94.458	0	1023.808	1
2010-01-14 05:00:00	0	0	-6.98	95	0	1023.7	1
2010-01-14 06:00:00	0	0	-7.53	94.542	0	1023.746	1
2010-01-14 07:00:00	0	0	-8.18	94	0	1023.937	1
2010-01-14 08:00:00	0	0	-7.885	94	0	1024.237	1
2010-01-14 09:00:00	0	0	-7.78	94	0.259	1024.446	1
2010-01-14 10:00:00	0	0	-8.37	94.458	7.79	1024.683	1
2010-01-14 11:00:00	0	0	-8.195	95	24.223	1025.037	1
2010-01-14 12:00:00	0	0	-6.813	95	38.908	1025.108	1
2010-01-14 13:00:00	0	0	-6.41	95.458	46.418	1024.908	1
2010-01-14 14:00:00	0	0	-5.985	96	42.223	1024.8	0.98
2010-01-14 15:00:00	0	0	-5.523	96	25.633	1024.708	0.94
2010-01-14 16:00:00	0	0	-5.265	96	7.492	1024.692	0.9
2010-01-14 17:00:00	0	0	-5.267	96	0	1024.983	0.9
2010-01-14 18:00:00	0	0	-5.395	96	0	1025.338	0.94
2010-01-14 19:00:00	0	0	-5.475	96	0	1025.592	0.98
2010-01-14 20:00:00	0	0	-5.355	96	0	1025.746	1
2010-01-14 21:00:00	0	0	-5.112	96	0	1025.937	1
2010-01-14 22:00:00	0	0	-4.878	96	0	1026.283	1
2010-01-14 23:00:00	0	0	-4.655	96	0	1026.638	1
2010-01-15 00:00:00	0	0	-4.418	96.458	0	1026.983	1
2010-01-15 01:00:00	0	0	-4.325	97	0	1027.246	1
2010-01-15 02:00:00	0	0	-4.25	97	0	1027.346	1
2010-01-15 03:00:00	0	0	-4.015	97	0	1027.354	1
2010-01-15 04:00:00	0	0	-3.798	97	0	1027.3	1
2010-01-15 05:00:00	0	0	-3.695	97	0	1027.575	1
2010-01-15 06:00:00	0	0	-3.63	97	0	1028.083	1
2010-01-15 07:00:00	0	0	-3.5	97	0	1028.575	1
2010-01-15 08:00:00	0	0	-3.48	97	0.109	1029.083	1
2010-01-15 09:00:00	0	0	-3.473	97	1.542	1029.529	1
2010-01-15 10:00:00	-0.001	0.001	-3.332	97	10.846	1030.029	1
2010-01-15 11:00:00	-0.001	0.002	-3.2	97.458	28.701	1030.621	1
2010-01-15 12:00:00	0	0	-2.975	98	44.717	1031.138	1
2010-01-15 13:00:00	0	0	-2.675	98	50.094	1031.483	1
2010-01-15 14:00:00	0	0	-2.545	98	42.443	1031.883	1
2010-01-15 15:00:00	0	0	-2.615	98	26.163	1032.283	1
