datetime	wtr_0.5	wtr_1	wtr_1.5	wtr_2	wtr_2.5	wtr_3	wtr_3.5	wtr_4	wtr_4.5	wtr_5	wtr_5.5	wtr_6	wtr_6.5	wtr_7	wtr_7.5	wtr_8	wtr_8.5	wtr_9	wtr_9.5	wtr_10	wtr_10.5	wtr_11	wtr_11.5	wtr_12	wtr_12.5	wtr_13	wtr_13.5	wtr_14	wtr_14.5	wtr_15
2010-05-19 00:00:00	12.366	12.358	12.345	12.338	12.331	12.301	12.287	12.277	12.276	11.114	10.623	10.393	9.785	9.329	9.194	9.051	8.886	8.69	8.634	8.523	8.492	8.466	8.34	8.121	7.968	7.806	7.696	7.636	7.608	7.48
2010-05-19 01:00:00	12.573	12.573	12.565	12.542	12.531	12.496	12.437	12.372	12.216	11.869	10.953	10.653	10.14	9.714	9.569	9.436	9.181	8.86	8.664	8.543	8.507	8.471	8.345	8.211	8.088	7.946	7.831	7.726	7.663	7.575
2010-05-19 02:00:00	12.681	12.681	12.677	12.672	12.661	12.646	12.637	12.612	12.531	12.294	11.608	11.183	10.77	10.389	10.024	9.831	9.666	9.275	8.994	8.708	8.537	8.486	8.43	8.241	8.078	7.971	7.916	7.851	7.763	7.64
2010-05-19 03:00:00	12.748	12.744	12.74	12.732	12.726	12.716	12.702	12.682	12.561	12.134	11.843	11.663	11.365	10.959	10.339	10.011	9.881	9.84	9.254	8.968	8.812	8.576	8.495	8.376	8.088	7.956	7.906	7.851	7.813	7.77
2010-05-19 04:00:00	12.756	12.748	12.745	12.737	12.731	12.716	12.672	12.532	12.381	12.294	12.233	12.028	11.27	10.639	10.199	10.011	9.941	9.355	9.039	8.923	8.732	8.581	8.475	8.246	8.098	8.051	8.041	8.001	7.863	7.575
2010-05-19 05:00:00	12.753	12.749	12.74	12.727	12.696	12.636	12.542	12.487	12.476	12.459	12.408	12.183	11.065	10.744	10.249	9.891	9.226	8.985	8.879	8.753	8.567	8.486	8.35	8.246	8.178	8.131	8.106	8.031	7.878	7.585
2010-05-19 06:00:00	12.796	12.778	12.77	12.757	12.742	12.701	12.602	12.537	12.536	12.479	12.303	12.138	11.215	10.874	10.244	9.276	8.911	8.825	8.689	8.62	8.552	8.476	8.35	8.261	8.213	8.166	8.026	7.851	7.738	7.63
2010-05-19 07:00:00	12.866	12.843	12.835	12.827	12.819	12.788	12.757	12.662	12.631	12.454	12.033	11.828	11.045	10.734	9.939	8.951	8.806	8.66	8.544	8.513	8.507	8.502	8.43	8.326	8.263	8.186	7.966	7.731	7.698	7.635
2010-05-19 08:00:00	12.961	12.93	12.92	12.905	12.89	12.844	12.777	12.702	12.666	12.314	12.023	11.578	11.18	10.604	10.094	9.291	8.831	8.65	8.554	8.516	8.491	8.473	8.44	8.391	8.343	8.226	7.951	7.732	7.653	7.61
2010-05-19 09:00:00	13.136	13.087	13.07	13.032	13.011	12.956	12.807	12.732	12.606	12.259	12.088	11.698	11.225	10.479	10.149	9.541	9.006	8.895	8.784	8.743	8.721	8.651	8.48	8.411	8.388	8.281	7.981	7.719	7.648	7.595
2010-05-19 10:00:00	13.306	13.238	13.23	13.112	12.901	12.826	12.677	12.542	12.376	12.339	12.068	11.583	10.68	10.289	9.984	9.301	9.001	8.805	8.779	8.759	8.706	8.607	8.43	8.271	8.063	7.906	7.661	7.617	7.573	7.525
2010-05-19 11:00:00	13.531	13.458	13.405	13.137	12.766	12.696	12.477	12.412	12.351	12.294	11.958	11.818	11.365	10.449	9.754	9.226	9.036	8.88	8.744	8.683	8.662	8.606	8.43	8.246	7.948	7.666	7.651	7.636	7.573	7.52
2010-05-19 12:00:00	13.761	13.703	13.625	13.282	12.751	12.666	12.472	12.442	12.376	12.334	11.963	11.853	11.535	10.584	9.609	9.316	9.086	8.795	8.624	8.568	8.477	8.411	8.255	8.056	7.763	7.681	7.636	7.601	7.503	7.475
2010-05-19 13:00:00	13.576	13.533	13.5	13.397	13.036	12.656	12.467	12.447	12.261	12.079	11.883	11.783	10.925	9.779	9.314	9.111	8.791	8.56	8.469	8.448	8.302	8.126	7.945	7.806	7.688	7.671	7.639	7.551	7.473	7.465
2010-05-19 14:00:00	13.411	13.393	13.38	13.342	13.206	13.066	12.697	12.492	12.261	11.869	11.438	11.388	10.82	9.839	9.279	8.961	8.601	8.44	8.354	8.348	8.177	7.971	7.85	7.791	7.748	7.741	7.664	7.566	7.483	7.46
2010-05-19 15:00:00	13.591	13.553	13.495	13.402	13.241	13.101	12.857	12.477	11.676	11.054	10.918	10.633	10.07	9.399	8.799	8.501	8.381	8.305	8.284	8.128	7.942	7.841	7.794	7.756	7.723	7.666	7.606	7.526	7.423	7.315
2010-05-19 16:00:00	13.626	13.578	13.52	13.427	13.276	13.096	12.437	11.437	10.826	10.659	10.503	10.118	9.755	9.279	8.669	8.426	8.336	8.285	8.229	8.013	7.937	7.871	7.775	7.706	7.683	7.616	7.546	7.441	7.328	7.14
2010-05-19 17:00:00	14.071	13.988	13.82	13.492	13.266	12.781	11.517	10.692	10.596	10.384	10.083	9.838	9.58	9.314	8.704	8.441	8.356	8.27	8.184	8.073	8.037	7.811	7.64	7.566	7.538	7.371	7.271	7.206	7.088	7.03
2010-05-19 18:00:00	13.726	13.613	13.425	13.202	12.596	12.176	11.252	10.687	10.511	10.424	10.233	10.028	9.835	9.554	8.879	8.506	8.406	8.305	8.224	8.151	8.092	8.006	7.695	7.526	7.463	7.341	7.256	7.226	7.088	7.03
2010-05-19 19:00:00	13.201	13.188	13.11	12.952	12.176	11.726	11.457	11.337	11.166	10.749	10.508	10.238	9.89	9.404	8.824	8.641	8.461	8.36	8.254	8.218	8.097	7.926	7.71	7.576	7.483	7.386	7.316	7.296	7.178	7.09
2010-05-19 20:00:00	13.351	13.328	13.255	13.132	12.726	12.081	11.802	11.557	11.211	10.709	10.218	9.963	9.52	9.129	8.719	8.391	8.331	8.275	8.149	8.048	7.817	7.661	7.585	7.536	7.458	7.351	7.321	7.256	7.188	7.16
2010-05-19 21:00:00	13.261	13.257	13.21	13.122	12.921	12.696	11.977	11.442	10.861	10.244	9.808	9.553	9.315	8.974	8.594	8.331	8.291	8.225	7.999	7.858	7.762	7.691	7.555	7.481	7.413	7.336	7.331	7.259	7.233	7.215
2010-05-19 22:00:00	13.178	13.175	13.1	12.917	12.846	12.751	11.832	11.107	10.266	9.874	9.563	9.343	9.045	8.809	8.569	8.441	8.431	8.355	8.124	7.918	7.847	7.771	7.65	7.571	7.538	7.461	7.411	7.351	7.273	7.24
2010-05-19 23:00:00	13.149	13.145	13.05	12.902	12.761	12.521	10.942	10.737	10.056	9.654	9.383	9.103	8.705	8.544	8.459	8.441	8.411	8.38	8.139	7.913	7.787	7.706	7.63	7.531	7.483	7.356	7.286	7.266	7.245	7.242
2010-05-20 00:00:00	13.321	13.293	12.97	12.842	12.656	12.206	10.772	10.577	9.951	9.599	9.313	8.923	8.55	8.494	8.449	8.435	8.421	8.345	8.144	7.948	7.892	7.741	7.62	7.536	7.498	7.361	7.286	7.272	7.258	7.254
2010-05-20 01:00:00	13.131	13.103	12.98	12.492	12.281	11.596	10.737	10.397	9.876	9.579	9.293	8.943	8.595	8.534	8.459	8.396	8.361	8.245	8.109	8.003	7.842	7.686	7.6	7.526	7.468	7.316	7.286	7.274	7.263	7.25
2010-05-20 02:00:00	13.058	13.058	13.025	12.402	11.936	11.301	10.852	10.467	9.951	9.604	9.293	9.043	8.66	8.574	8.499	8.396	8.331	8.17	8.069	8.003	7.872	7.711	7.57	7.441	7.343	7.286	7.266	7.262	7.258	7.25
2010-05-20 03:00:00	13.091	13.091	13.08	12.637	11.976	11.581	10.977	10.437	9.781	9.569	9.193	8.753	8.67	8.579	8.379	8.356	8.336	8.135	8.009	7.878	7.727	7.556	7.43	7.321	7.293	7.274	7.271	7.269	7.263	7.255
2010-05-20 04:00:00	12.996	12.992	12.965	12.602	11.941	11.611	10.977	10.277	9.796	9.594	9.278	8.818	8.655	8.534	8.419	8.311	8.166	7.97	7.819	7.688	7.607	7.521	7.415	7.385	7.358	7.301	7.276	7.272	7.268	7.264
2010-05-20 05:00:00	13.066	13.048	12.995	12.742	11.961	11.461	10.582	10.167	9.861	9.714	9.518	9.188	8.735	8.624	8.499	8.376	8.141	7.83	7.694	7.603	7.532	7.466	7.38	7.359	7.339	7.32	7.291	7.277	7.263	7.263
2010-05-20 06:00:00	12.991	12.938	12.915	12.767	12.521	11.771	11.072	10.497	10.211	10.019	9.698	9.448	9.125	8.724	8.519	8.291	8.021	7.685	7.564	7.518	7.473	7.431	7.385	7.366	7.347	7.327	7.306	7.286	7.265	7.265
2010-05-20 07:00:00	12.911	12.828	12.805	12.667	12.346	11.811	11.007	10.607	10.306	10.124	9.553	9.278	8.875	8.709	8.514	8.196	7.871	7.53	7.419	7.39	7.365	7.351	7.332	7.32	7.309	7.287	7.251	7.235	7.218	7.218
2010-05-20 08:00:00	13.051	12.973	12.93	12.752	12.421	11.906	11.087	10.637	10.276	10.014	9.338	8.788	8.715	8.679	8.509	8.296	7.996	7.775	7.639	7.468	7.46	7.406	7.295	7.287	7.279	7.258	7.236	7.216	7.196	7.181
2010-05-20 09:00:00	13.301	12.973	12.925	12.827	12.611	12.416	11.437	10.687	10.241	9.819	8.878	8.653	8.591	8.529	8.474	8.191	7.936	7.86	7.822	7.703	7.562	7.451	7.295	7.258	7.221	7.197	7.171	7.162	7.153	7.13
2010-05-20 10:00:00	14.006	13.388	12.98	12.842	12.696	12.381	10.847	9.952	9.281	8.759	8.578	8.418	8.402	8.386	8.331	8.226	7.956	7.895	7.834	7.738	7.587	7.441	7.27	7.185	7.148	7.116	7.096	7.082	7.072	7.066
2010-05-20 11:00:00	14.276	14.073	13.595	12.947	12.646	12.236	10.652	9.682	9.081	8.824	8.638	8.453	8.364	8.336	8.309	8.206	7.876	7.815	7.789	7.633	7.447	7.361	7.165	7.111	7.028	7.006	7.002	7	6.995	6.995
2010-05-20 12:00:00	14.706	14.668	14.41	13.427	12.651	12.446	11.807	10.862	9.821	9.589	9.308	8.928	8.645	8.544	8.459	8.271	8.071	7.94	7.794	7.723	7.492	7.356	7.26	7.176	7.023	7.006	7.006	6.999	6.982	6.982
2010-05-20 13:00:00	14.941	14.908	14.795	14.347	13.311	12.771	12.462	11.922	10.396	10.249	10.073	9.808	9.535	9.239	9.024	8.856	8.536	8.15	8.059	7.853	7.722	7.476	7.335	7.276	7.158	7.081	7.059	7.034	6.997	6.997
2010-05-20 14:00:00	14.726	14.693	14.625	14.342	13.321	12.691	12.337	11.967	10.971	10.784	10.538	10.248	9.895	9.409	9.094	8.866	8.476	8.145	7.899	7.703	7.407	7.286	7.205	7.166	7.068	7.039	7.036	7.024	7.013	7.005
2010-05-20 15:00:00	14.586	14.563	14.49	13.772	12.581	12.396	12.182	11.832	11.121	10.604	10.148	9.788	9.23	8.874	8.459	8.171	7.971	7.85	7.704	7.593	7.382	7.256	7.175	7.161	7.108	7.101	7.093	7.075	7.068	7.04
2010-05-20 16:00:00	14.671	14.633	14.55	14.302	12.886	12.501	12.072	11.087	10.241	9.729	9.268	8.868	8.39	8.094	7.944	7.886	7.856	7.77	7.579	7.493	7.447	7.271	7.185	7.171	7.169	7.166	7.141	7.119	7.108	7.085
2010-05-20 17:00:00	14.746	14.698	14.55	13.637	12.676	12.206	10.897	10.357	9.716	9.374	9.168	8.863	8.635	8.389	8.164	8.001	7.896	7.825	7.709	7.583	7.547	7.411	7.295	7.268	7.241	7.216	7.196	7.172	7.163	7.13
2010-05-20 18:00:00	14.661	14.623	14.53	14.172	13.106	11.521	10.367	9.922	9.431	9.044	8.843	8.793	8.765	8.654	8.489	8.321	8.176	8.035	7.879	7.808	7.762	7.631	7.425	7.345	7.308	7.266	7.241	7.221	7.21	7.185
2010-05-20 19:00:00	14.571	14.528	14.455	14.342	13.591	11.661	10.377	10.022	9.481	9.179	9.043	9.011	8.98	8.914	8.784	8.596	8.436	8.285	8.099	7.943	7.887	7.751	7.57	7.362	7.283	7.256	7.236	7.223	7.208	7.197
2010-05-20 20:00:00	14.321	14.288	14.18	13.912	13.091	11.336	10.902	10.762	10.341	9.899	9.663	9.488	9.36	9.144	8.899	8.706	8.596	8.41	8.264	8.108	7.962	7.821	7.7	7.566	7.388	7.246	7.226	7.181	7.138	7.095
2010-05-20 21:00:00	14.204	14.194	14.15	13.992	13.636	12.821	11.742	11.312	11.091	10.474	10.223	9.868	9.48	9.199	8.829	8.641	8.526	8.395	8.219	8.058	7.862	7.736	7.635	7.446	7.253	7.206	7.186	7.156	7.138	7.125
2010-05-20 22:00:00	14.216	14.208	14.175	14.147	14.086	14.001	13.202	11.812	11.371	10.884	10.158	9.708	9.235	8.779	8.504	8.406	8.361	8.23	8.049	7.943	7.812	7.671	7.515	7.401	7.343	7.286	7.266	7.221	7.208	7.185
2010-05-20 23:00:00	14.378	14.378	14.32	14.262	14.211	14.166	12.987	11.887	11.456	10.599	10.088	9.758	9.39	8.944	8.599	8.381	8.326	8.195	8.004	7.853	7.747	7.686	7.59	7.496	7.458	7.411	7.361	7.286	7.253	7.24
2010-05-21 00:00:00	14.661	14.638	14.465	14.407	14.321	14.181	12.977	12.492	11.936	10.694	10.263	9.788	9.48	9.209	8.979	8.741	8.576	8.5	8.399	8.288	8.202	8.056	7.935	7.776	7.733	7.621	7.556	7.411	7.313	7.255
2010-05-21 01:00:00	14.501	14.492	14.46	14.422	13.921	13.191	12.377	11.972	11.186	10.424	9.823	9.393	9.16	8.929	8.689	8.511	8.476	8.415	8.319	8.223	8.127	8.021	7.83	7.666	7.573	7.456	7.396	7.306	7.273	7.25
2010-05-21 02:00:00	14.428	14.428	14.42	14.377	13.741	13.081	12.247	11.632	10.566	10.094	9.413	9.178	8.93	8.684	8.454	8.396	8.376	8.26	8.149	8.023	7.882	7.726	7.55	7.456	7.423	7.346	7.311	7.284	7.265	7.26
2010-05-21 03:00:00	14.354	14.354	14.345	14.312	13.571	13.006	12.117	11.432	10.356	9.784	9.263	9.043	8.815	8.609	8.444	8.416	8.371	8.31	8.184	8.013	7.827	7.621	7.54	7.451	7.443	7.386	7.306	7.295	7.283	7.27
2010-05-21 04:00:00	14.226	14.218	14.2	14.177	13.581	12.776	12.097	11.552	10.511	9.824	9.273	8.953	8.74	8.544	8.439	8.371	8.321	8.22	8.084	8.018	7.867	7.676	7.595	7.531	7.528	7.466	7.366	7.327	7.288	7.27
2010-05-21 05:00:00	14.131	14.113	14.1	14.082	13.926	12.921	12.277	11.532	10.536	10.069	9.513	9.203	8.905	8.749	8.564	8.446	8.341	8.215	8.084	7.928	7.917	7.866	7.78	7.616	7.588	7.471	7.306	7.29	7.272	7.272
2010-05-21 06:00:00	14.121	14.083	14.075	13.972	13.246	12.606	11.542	11.002	10.681	10.179	9.748	9.533	9.445	9.249	9.054	8.876	8.741	8.595	8.469	8.288	8.197	7.961	7.77	7.7	7.638	7.541	7.296	7.287	7.276	7.276
2010-05-21 07:00:00	14.201	14.178	14.155	14.092	13.526	12.711	12.007	11.527	10.936	10.524	10.038	9.773	9.685	9.624	9.179	8.941	8.711	8.535	8.504	8.373	8.232	7.981	7.675	7.614	7.553	7.366	7.236	7.231	7.225	7.225
2010-05-21 08:00:00	14.321	14.303	14.285	14.227	13.796	13.006	12.427	12.052	11.301	10.769	10.238	9.913	9.53	9.159	8.854	8.676	8.471	8.26	8.094	7.888	7.762	7.636	7.495	7.455	7.428	7.346	7.223	7.213	7.202	7.202
2010-05-21 09:00:00	14.426	14.413	14.386	14.337	13.741	12.946	12.442	11.832	11.181	10.419	10.038	9.578	9.255	9.004	8.704	8.581	8.386	8.22	7.924	7.693	7.552	7.506	7.47	7.451	7.353	7.281	7.264	7.246	7.183	7.165
2010-05-21 10:00:00	14.796	14.643	14.57	14.387	13.441	12.961	12.622	12.312	11.441	10.349	9.618	9.348	9.02	8.979	8.739	8.561	8.376	8.255	8.044	7.858	7.732	7.591	7.46	7.41	7.398	7.356	7.271	7.221	7.213	7.18
2010-05-21 11:00:00	14.781	14.738	14.72	14.597	13.936	12.771	12.387	11.742	10.641	9.779	9.268	8.958	8.615	8.494	8.339	8.216	8.046	7.945	7.809	7.753	7.587	7.496	7.434	7.426	7.373	7.331	7.281	7.261	7.168	7.125
2010-05-21 12:00:00	14.811	14.787	14.775	14.672	14.091	12.836	12.352	11.977	11.011	10.259	9.513	9.068	8.69	8.509	8.124	7.966	7.856	7.795	7.699	7.628	7.537	7.491	7.467	7.456	7.368	7.336	7.316	7.301	7.218	7.18
2010-05-21 13:00:00	14.716	14.703	14.676	14.587	14.066	13.231	12.287	11.747	11.241	10.729	9.928	9.438	9.045	8.814	8.579	8.101	7.891	7.8	7.729	7.628	7.512	7.426	7.355	7.346	7.228	7.201	7.196	7.146	7.073	7.069
2010-05-21 14:00:00	14.726	14.698	14.65	14.537	14.171	13.651	12.587	11.877	11.046	10.694	10.103	9.383	9.1	8.889	8.749	8.451	8.131	7.945	7.824	7.713	7.582	7.476	7.37	7.341	7.228	7.199	7.171	7.136	7.078	7.065
2010-05-21 15:00:00	14.701	14.693	14.691	14.657	14.431	14.181	13.392	12.242	11.191	10.749	10.173	9.713	9.065	8.819	8.749	8.571	8.376	8.235	8.034	7.938	7.732	7.566	7.4	7.356	7.208	7.187	7.161	7.131	7.078	7.07
2010-05-21 16:00:00	14.756	14.748	14.73	14.682	14.541	14.421	13.717	12.277	11.371	10.889	10.383	9.988	9.47	8.979	8.764	8.681	8.516	8.36	8.194	8.073	7.902	7.666	7.475	7.326	7.208	7.171	7.136	7.131	7.103	7.095
2010-05-21 17:00:00	14.776	14.763	14.75	14.722	14.641	14.516	13.837	12.507	11.401	10.799	10.483	10.133	9.58	9.274	8.814	8.736	8.706	8.62	8.429	8.303	8.162	8.061	7.87	7.601	7.398	7.261	7.226	7.196	7.148	7.12
2010-05-21 18:00:00	14.701	14.693	14.67	14.647	14.591	14.446	13.657	11.957	11.116	10.739	10.233	9.953	9.415	9.049	8.789	8.686	8.636	8.58	8.439	8.353	8.237	8.106	7.9	7.611	7.483	7.381	7.251	7.191	7.158	7.135
2010-05-21 19:00:00	14.701	14.693	14.665	14.632	14.546	14.291	12.867	11.407	10.831	10.404	9.983	9.548	9.205	8.884	8.694	8.536	8.436	8.345	8.204	8.088	7.947	7.736	7.55	7.456	7.403	7.306	7.231	7.189	7.173	7.155
2010-05-21 20:00:00	14.741	14.737	14.72	14.672	14.461	14.266	12.427	10.932	10.561	10.379	10.033	9.793	9.41	9.179	8.789	8.606	8.431	8.31	8.114	8.028	7.887	7.721	7.63	7.481	7.393	7.321	7.261	7.201	7.188	7.17
2010-05-21 21:00:00	14.808	14.808	14.8	14.762	14.501	13.931	11.242	10.517	10.256	10.179	10.108	9.888	9.53	9.214	8.769	8.521	8.421	8.305	8.144	8.073	7.987	7.891	7.81	7.631	7.448	7.361	7.316	7.261	7.223	7.2
2010-05-21 22:00:00	14.934	14.93	14.92	14.897	14.716	14.416	11.562	10.692	10.256	10.134	10.088	9.848	9.65	9.374	9.049	8.711	8.516	8.395	8.244	8.178	8.127	8.051	7.86	7.601	7.468	7.366	7.341	7.291	7.258	7.24
2010-05-21 23:00:00	14.858	14.854	14.845	14.832	14.826	14.741	12.822	11.607	10.521	10.294	10.193	10.133	10	9.799	9.559	9.301	8.906	8.665	8.519	8.453	8.322	8.186	7.97	7.796	7.643	7.541	7.431	7.346	7.308	7.275
2010-05-22 00:00:00	14.751	14.747	14.736	14.727	14.716	14.686	14.082	13.397	12.401	11.494	10.783	10.338	10.215	10.039	9.744	9.276	9.031	8.845	8.714	8.628	8.547	8.321	8.06	7.891	7.773	7.536	7.416	7.376	7.358	7.315
2010-05-22 01:00:00	14.599	14.594	14.585	14.577	14.571	14.561	14.557	14.437	13.636	13.169	12.798	12.033	11.085	10.584	10.344	10.156	9.941	9.595	9.179	8.828	8.702	8.566	8.295	8.041	7.808	7.526	7.456	7.431	7.423	7.325
2010-05-22 02:00:00	14.541	14.533	14.51	14.432	14.166	13.951	13.797	13.507	13.231	13.059	12.813	12.493	12.09	11.579	10.769	10.241	9.956	9.655	9.339	8.928	8.667	8.436	8.16	7.906	7.778	7.586	7.501	7.496	7.488	7.475
2010-05-22 03:00:00	14.401	14.383	14.325	14.172	14.006	13.881	13.667	13.532	13.381	13.164	12.883	12.213	11.565	11.244	10.314	9.991	9.371	9.185	9.039	8.758	8.582	8.331	8.135	7.951	7.823	7.681	7.606	7.556	7.548	7.52
2010-05-22 04:00:00	13.846	13.827	13.8	13.727	13.656	13.601	13.542	13.517	13.511	13.464	12.483	11.313	10.645	10.134	9.739	9.406	9.166	9.105	8.789	8.643	8.492	8.211	8.08	8.036	7.988	7.866	7.756	7.646	7.623	7.6
2010-05-22 05:00:00	14.016	13.998	13.955	13.702	13.596	13.546	13.502	13.482	13.481	13.444	13.153	12.698	11.325	10.214	9.379	9.151	9.061	8.93	8.754	8.508	8.347	8.201	8.105	8.026	7.998	7.911	7.816	7.771	7.723	7.535
2010-05-22 06:00:00	13.821	13.784	13.695	13.673	13.651	13.637	13.607	13.582	13.575	13.556	13.483	13.158	12.425	10.679	9.519	9.266	9.081	8.92	8.834	8.718	8.647	8.511	8.38	8.231	8.123	8.026	7.921	7.849	7.788	7.645
2010-05-22 07:00:00	13.981	13.947	13.937	13.936	13.924	13.902	13.847	13.767	13.706	13.654	13.458	12.918	11.355	10.579	10.184	9.811	9.456	9.255	9.104	8.848	8.832	8.686	8.51	8.351	8.188	8.006	7.921	7.857	7.833	7.74
2010-05-22 08:00:00	14.031	14.02	14.009	14.006	14.003	13.989	13.957	13.902	13.811	13.739	13.633	13.443	12.62	11.394	10.689	10.216	9.756	9.565	9.294	8.798	8.677	8.536	8.345	8.166	8.058	7.916	7.831	7.731	7.678	7.555
2010-05-22 09:00:00	14.006	13.997	13.995	13.994	13.992	13.989	13.982	13.972	13.906	13.879	13.793	13.643	13.32	11.914	10.939	10.386	9.851	9.63	9.249	8.743	8.552	8.371	8.08	7.891	7.768	7.661	7.551	7.521	7.473	7.4
2010-05-22 10:00:00	14.096	14.088	14.081	14.077	14.074	14.065	14.037	14.022	13.956	13.934	13.883	13.788	13.435	11.634	10.654	10.051	9.706	9.23	8.879	8.638	8.502	8.291	7.925	7.686	7.513	7.486	7.476	7.471	7.383	7.35
2010-05-22 11:00:00	14.291	14.281	14.271	14.256	14.241	14.211	14.167	14.142	14.046	14.014	13.968	13.698	11.465	10.364	10.204	9.951	9.576	8.83	8.589	8.408	8.117	7.776	7.565	7.526	7.434	7.386	7.376	7.362	7.348	7.344
2010-05-22 12:00:00	14.606	14.584	14.579	14.569	14.526	14.476	14.387	14.312	14.166	14.104	13.863	12.233	10.455	10.194	10.044	9.596	9.031	8.63	8.529	8.338	8.032	7.756	7.675	7.641	7.543	7.461	7.411	7.402	7.378	7.335
2010-05-22 13:00:00	14.646	14.633	14.627	14.613	14.591	14.566	14.522	14.492	14.321	14.209	14.083	12.413	10.265	10.099	9.719	9.251	8.746	8.575	8.484	8.343	8.177	8.036	7.86	7.706	7.563	7.461	7.421	7.376	7.298	7.24
2010-05-22 14:00:00	14.661	14.653	14.645	14.637	14.616	14.591	14.562	14.532	14.411	14.349	14.138	12.218	10.375	10.004	9.799	9.396	8.806	8.58	8.464	8.363	8.117	7.991	7.855	7.691	7.533	7.461	7.436	7.356	7.228	7.145
2010-05-22 15:00:00	14.751	14.735	14.73	14.707	14.681	14.646	14.607	14.577	14.511	14.454	14.188	11.903	10.105	9.844	9.569	9.251	8.791	8.55	8.484	8.413	8.247	8.076	7.825	7.621	7.503	7.441	7.396	7.301	7.218	7.15
2010-05-22 16:00:00	14.861	14.833	14.83	14.802	14.776	14.741	14.642	14.592	14.526	14.434	11.943	10.268	9.82	9.554	9.219	8.861	8.591	8.555	8.409	8.153	8.012	7.916	7.67	7.481	7.403	7.326	7.276	7.211	7.128	7.095
2010-05-22 17:00:00	14.901	14.884	14.88	14.862	14.836	14.796	14.707	14.662	14.571	14.419	11.003	10.013	9.665	9.384	9.014	8.861	8.686	8.515	8.209	8.078	7.992	7.871	7.535	7.436	7.353	7.246	7.206	7.186	7.158	7.09
2010-05-22 18:00:00	14.896	14.883	14.88	14.862	14.851	14.816	14.752	14.692	14.566	13.799	11.008	10.008	9.755	9.424	9.179	8.946	8.711	8.58	8.339	8.223	8.107	7.936	7.675	7.516	7.438	7.296	7.221	7.206	7.173	7.115
2010-05-22 19:00:00	14.841	14.833	14.82	14.815	14.811	14.786	14.742	14.687	14.556	13.294	11.068	10.273	9.99	9.689	9.309	8.931	8.661	8.5	8.424	8.273	8.107	7.891	7.66	7.581	7.498	7.361	7.291	7.256	7.243	7.16
2010-05-22 20:00:00	14.786	14.786	14.78	14.773	14.766	14.741	14.732	14.672	14.231	11.924	10.703	10.328	10.22	10.024	9.524	9.051	8.746	8.64	8.544	8.373	7.997	7.736	7.63	7.511	7.428	7.376	7.356	7.311	7.283	7.2
2010-05-22 21:00:00	15.031	15.031	15.025	14.967	14.866	14.761	14.732	14.657	12.746	11.129	10.553	10.248	10.025	9.624	9.244	8.981	8.811	8.7	8.549	8.243	7.922	7.726	7.615	7.501	7.428	7.406	7.396	7.341	7.298	7.225
2010-05-22 22:00:00	15.041	15.037	15.015	14.982	14.871	14.803	14.772	14.737	14.341	11.629	10.863	10.333	10.135	9.924	9.714	9.176	8.916	8.615	8.309	7.868	7.727	7.666	7.575	7.446	7.428	7.416	7.393	7.371	7.318	7.22
2010-05-22 23:00:00	15.036	15.023	15.01	14.987	14.926	14.831	14.807	14.782	14.626	12.779	11.213	10.683	10.4	10.044	9.234	8.776	8.576	8.1	7.799	7.718	7.697	7.661	7.565	7.516	7.508	7.466	7.451	7.386	7.328	7.24
2010-05-23 00:00:00	15.001	14.993	14.975	14.952	14.938	14.911	14.867	14.802	14.801	13.954	12.513	10.813	10.25	9.794	9.159	8.836	8.656	8.275	7.934	7.793	7.792	7.776	7.7	7.611	7.548	7.506	7.501	7.476	7.448	7.3
2010-05-23 01:00:00	14.998	14.995	14.99	14.963	14.936	14.911	14.892	14.847	14.656	14.079	12.053	10.723	10.035	9.489	9.084	8.841	8.656	8.165	7.899	7.818	7.797	7.786	7.65	7.531	7.478	7.456	7.431	7.366	7.293	7.245
2010-05-23 02:00:00	14.883	14.883	14.882	14.877	14.851	14.836	14.828	14.797	14.601	13.984	12.028	10.843	10.02	9.394	8.929	8.731	8.256	8.02	7.924	7.853	7.787	7.751	7.545	7.506	7.458	7.416	7.356	7.316	7.268	7.25
2010-05-23 03:00:00	14.826	14.826	14.822	14.817	14.801	14.791	14.767	14.672	13.776	12.124	10.688	10.018	9.355	8.969	8.744	8.551	8.341	8.165	7.994	7.928	7.847	7.651	7.535	7.511	7.478	7.406	7.396	7.346	7.298	7.275
2010-05-23 04:00:00	14.779	14.779	14.775	14.772	14.761	14.746	14.692	13.602	11.496	10.219	9.583	9.143	8.88	8.784	8.629	8.341	8.131	8.03	7.959	7.883	7.777	7.656	7.565	7.501	7.453	7.376	7.346	7.326	7.308	7.29
2010-05-23 05:00:00	14.764	14.759	14.752	14.75	14.746	14.731	14.662	13.222	10.626	9.929	9.498	9.183	8.95	8.814	8.634	8.316	8.051	7.975	7.879	7.733	7.617	7.536	7.49	7.431	7.413	7.346	7.311	7.304	7.3	7.299
2010-05-23 06:00:00	14.706	14.706	14.705	14.703	14.701	14.691	14.682	14.662	11.976	10.209	9.638	9.318	9.07	8.869	8.714	8.426	8.141	8	7.894	7.813	7.717	7.611	7.525	7.456	7.428	7.391	7.341	7.319	7.298	7.285
